year,month,day,temp,pressure,humidity,wind_speed,wind_direction,clouds,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
2015,1,1,279.0282796125,1039.375,71.9166666666667,2.83333333333333,42.875,0,10284,6178,0,102162,101917,3845,0,0,0,25690,25149,52005,0,170328,1014,1775,27443,4852,0,89002,25200,87725,592887,573522,46.7024997070833,62.14874982875
2015,01,02,268.850873320833,999.083333333333,79.1666666666667,2.91666666666667,48.5833333333333,0,8879,0,0,81787,28397,4574,0,0,0,35758,29777,85288,0,163434,1017,1411,29999,4277,0,256177,28491,257496,634143,626961,16.1141666177083,66.6595838866667
2015,01,03,268.62049485,999.916666666667,80.7916666666667,1.91666666666667,47.375,0,10094,0,0,78862,30464,5192,0,0,0,31621,31571,91547,0,163193,1795,1522,26809,4694,0,210754,26617,210158,586539,577092,24.31499973875,62.9224999745833
2015,01,04,269.078058879167,996.583333333333,77.2083333333333,2,96.875,0,9140,0,0,79289,51320,8207,0,0,0,13115,34384,75801,0,162921,1928,1321,56968,3661,0,185036,54610,185227,626880,625449,28.84624981875,55.9633336070833
2015,01,05,264.218448405882,976.176470588235,83.1176470588235,0.941176470588235,69.3529411764706,74.2941176470588,5760,104,0,72918,40633,5130,0,0,0,19097,18632,41120,0,62811,639,1177,17770,2418,0,117220,17404,117630,355590,359819,38.6688234658823,71.1941176035294
2015,01,06,268.9502499875,991.5,89.1666666666667,1.79166666666667,46.6666666666667,59.25,12354,21235,0,103639,153182,7588,0,0,0,5254,18889,72602,0,111498,1978,1519,53689,5377,0,56674,54084,57083,628525,643553,53.5708333658333,65.8770831433333
2015,01,07,267.845306408333,990.625,81.3333333333333,2.41666666666667,29.8333333333333,14.4583333333333,11384,21288,0,124563,182185,8486,0,0,0,3263,16694,47746,0,137648,1992,1220,53987,5009,0,132578,53216,132964,749561,740002,56.9858328491667,75.9741670325
2015,01,08,269.1289266,997.875,83,3.375,49.375,0,11895,12544,0,102481,157887,7215,0,0,0,9307,15295,36024,0,155054,1936,1549,54799,5401,0,80852,53961,81735,626914,604712,51.4283337591667,75.7383340208333
2015,01,09,270.177140558333,1001.79166666667,82.1666666666667,3.45833333333333,58.25,0,11100,20088,0,132408,172639,8031,0,0,0,3920,14042,46673,0,157752,1921,1584,39022,5712,0,99550,37037,99518,696455,704779,55.4483329458333,73.7775001529167
2015,01,10,270.076657629167,997.125,81.2916666666667,2.04166666666667,47.2083333333333,1.25,12892,19921,0,124812,166249,9527,0,0,0,3807,11034,58691,0,138033,1993,1638,43416,5721,0,53128,41499,53004,644230,646879,55.0191666291667,65.69750022875
