year,month,day,temp,pressure,humidity,wind_speed,wind_direction,clouds,fossil_fuels,renewables,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
2015,12,19,268.6045417,982.9166667,73.5,1,229.4583333,6.416666667,237907,378666,20197,138725,620213,629083,45.64833333,53.54083333
2015,12,20,268.9574583,981.75,66.41666667,1.333333333,246.5,20.79166667,254420,369087,11965,112639,580991,582397,44.26,54.0975
2015,12,21,268.1402917,988.4166667,78.58333333,0.666666667,169.8333333,32.70833333,311969,362126,16990,89113,708206,681464,54.92166667,63.31083333
2015,12,22,267.3417917,989.7083333,72.33333333,0.916666667,251.2083333,0,283311,404856,19299,137926,702871,688354,53.03083333,61.57916667
2015,12,23,267.198375,986.9166667,74,0.666666667,219.3333333,2.833333333,314484,331511,14567,58326,690186,673919,55.06541667,63.30458333
2015,12,24,266.4119167,986.2083333,80.375,1,208.2083333,41.91666667,224489,358561,13768,107252,593479,588936,46.48875,56.155
2015,12,25,266.2360417,988.7083333,78.83333333,0.958333333,191.7083333,35.08333333,174873,351529,18075,91467,503851,500496,43.49958333,55.14208333
2015,12,26,265.4134583,989.2916667,80.875,0.875,181.3333333,19.45833333,162878,417526,16231,145310,547532,556065,40.27791667,51.15208333
2015,12,27,267.713125,986.4166667,72.83333333,1.458333333,195.2916667,17.66666667,118555,478233,14401,203032,540643,549434,27.04708333,38.765
2015,12,28,269.8039167,983.3333333,76.08333333,1.958333333,222.5416667,33.29166667,135599,517428,9846,257998,653137,634358,34.52916667,46.43083333
2015,12,29,269.6124167,986.9583333,87.41666667,1.25,164,53.625,201578,417452,11518,141340,655201,629188,45.48875,55.27875
2015,12,30,268.938625,985.2916667,85.16666667,1.583333333,178.75,70.58333333,176519,438090,14972,184207,629010,624829,39.01333333,49.54041667
2015,12,31,270.817625,982.25,86.75,1.708333333,223.0833333,63.625,197443,370478,5952,104382,576678,575776,46.16416667,56.23125
2016,1,1,271.7390833,978.4583333,83.45833333,2.916666667,157.3333333,69.45833333,117791,474269,7686,199622,497215,499694,25.30916667,38.52041667
2016,1,2,269.2779167,978.5416667,79.875,3.375,228.9583333,37.16666667,266467,399043,26910,70146,701483,694199,42.52458333,40.55166667
2016,1,3,268.5305,973.7083333,88.16666667,3.25,161.6666667,62.83333333,148585,596155,42480,178374,728936,721297,28.42,29.66
2016,1,4,273.402375,962.9583333,82,8.5,212.1666667,72.54166667,141462,561774,50356,146431,679778,674071,31.61833333,40.60125
2016,1,5,268.2544583,965.2916667,60.95833333,5.375,262.9166667,20.04166667,90937,582911,59130,207110,518278,506879,12.72291667,40.92416667
2016,1,6,266.6156667,972.75,73.5,4.916666667,202.3333333,32.58333333,142147,470152,63337,129269,645019,643545,35.84083333,26.43
2016,1,7,273.3942917,972.4583333,79.79166667,7.083333333,211.6666667,63.41666667,284857,377800,58174,58776,709818,708395,41.39208333,37.42375
2016,1,8,273.142,969.4166667,83.04166667,5.166666667,186.2916667,71.08333333,263355,398659,55356,87673,697533,703649,41.27375,41.72083333
2016,1,9,271.1989583,967.25,81.125,4.708333333,199.9166667,60.625,308796,378167,45784,81516,727347,729179,41.0475,35.4375
2016,1,10,271.9365417,966.3333333,79.91666667,7.291666667,197,69.45833333,234181,307162,39039,53099,586807,586541,42.1225,20.80791667
2016,1,11,270.7354583,968.8333333,73.5,5.833333333,236.0833333,58.75,251154,292833,19653,54396,527093,535612,48.15583333,34.62583333
2016,1,12,267.721125,979.375,73.125,2.833333333,213.4166667,15.5,432550,304789,7509,71150,718966,723381,62.21833333,44.08916667
2016,1,13,265.3662917,982.3333333,75.41666667,1,162.875,7.583333333,215092,489729,16977,130329,727502,732713,38.90791667,46.84083333
2016,1,14,266.5849167,976.8333333,91.58333333,0.916666667,166.6666667,77,230783,527136,8427,175259,727831,738012,35.82541667,44.31583333
2016,1,15,267.9195417,980.4166667,69.16666667,3.916666667,220,31.29166667,203936,553181,11804,203905,737061,732707,37.76541667,45.76583333
2016,1,16,265.7814167,986.7916667,53.54166667,3,256.2083333,3.333333333,155553,540944,24883,174572,666587,664465,33.79375,40.61166667
2016,1,17,263.5645833,983.375,69.5,1.25,190.7916667,2.583333333,159029,474175,13283,122006,624463,630988,35.68166667,43.56083333
2016,1,18,267.4914167,975.7083333,72.75,3.291666667,191.5,47.875,227778,573262,13264,226868,738239,747626,40.80166667,49.23666667
2016,1,19,266.2312917,975.625,76.875,1.25,127.2916667,15.33333333,341513,425893,11605,84898,759350,752259,50.35791667,57.79666667
2016,1,20,266.4728333,975.0416667,82.79166667,0.625,152.25,60.04166667,356296,398120,11157,61840,751864,748710,51.30666667,58.755
2016,1,21,267.5032083,979.625,88.25,1,146.0833333,66.25,360300,426735,10749,101065,743534,745178,49.37125,56.82083333
2016,1,22,269.8075417,986.4166667,88.33333333,0.958333333,167.7083333,74.75,310054,402321,10006,83664,723451,730783,45.55833333,53.08166667
2016,1,23,272.6389167,990,81.08333333,0.958333333,211.75,34.66666667,226889,375031,14587,65560,648986,638956,40.54125,47.11916667
2016,1,24,271.6954167,988.7916667,79.58333333,0.666666667,213.5,7.75,141677,431955,20083,118205,590213,589918,32.92,41.345
2016,1,25,270.9981667,987.2916667,81.29166667,1.083333333,197.8333333,9.666666667,273161,401800,14828,83602,699983,701957,44.51333333,53.07333333
2016,1,26,270.4527083,987.1666667,82.95833333,1.125,129.625,32.75,319349,353528,11349,44061,717423,718352,47.05583333,54.48416667
2016,1,27,269.581,986.3333333,91.66666667,1.125,158.125,69.66666667,273850,397282,13801,94893,722102,719128,41.69416667,49.41916667
2016,1,28,269.7153333,985.625,86.70833333,1.833333333,157.4166667,77.625,282631,373418,9909,60446,725522,718389,45.59583333,53.29875
2016,1,29,269.8345833,988.6666667,81,1.166666667,137.9166667,71.95833333,292147,359685,10303,54953,721304,711750,43.85666667,51.53291667
2016,1,30,269.0117917,989.7083333,79.25,1.916666667,235.4583333,19.45833333,191753,435405,20869,136678,638486,638001,36.105,43.08166667
2016,1,31,269.6764167,990.0833333,77.95833333,1.125,136.5833333,0.166666667,138237,511172,22713,194575,591577,593049,31.26541667,39.08833333
2016,2,1,270.0920833,989,79.16666667,0.875,199.125,2.5,125210,502421,10910,225018,562909,562375,29.8,50.27416667
2016,2,2,268.3737917,985.125,84.58333333,0.833333333,188.8333333,19.125,283800,364722,18544,48750,710688,707101,40.70791667,48.39125
2016,2,3,270.0119583,987.0833333,63.875,3.583333333,155.4166667,6.25,135716,648444,39675,237414,712768,719539,22.07666667,40.50375
2016,2,4,267.22,991.125,63.625,1.541666667,174.5833333,0,122276,501701,42137,102181,604187,606094,25.80166667,41.57291667
2016,2,5,265.8252083,984.9166667,73,1.25,194.375,4.166666667,109212,505915,61911,149242,577497,584440,23.90333333,44.21625
2016,2,6,267.4920833,977.3333333,78.91666667,2.708333333,247.5,46.45833333,182996,410311,55968,50642,650318,649360,38.19833333,34.005
2016,2,7,268.8204167,976.125,64.70833333,6.416666667,254.5833333,25.625,201942,392813,57953,88689,635413,633823,37.52958333,25.31541667
2016,2,8,270.16,982.9166667,73.58333333,5,204.1666667,19.79166667,291089,385881,57835,69509,715971,718122,40.93166667,38.0175
2016,2,9,268.7679167,977.4583333,76.33333333,7.291666667,215.4166667,68.125,328255,356995,47649,48862,732525,735364,43.70666667,31.77833333
2016,2,10,271.1979167,972.4166667,74.08333333,6.541666667,216.4583333,69.08333333,203317,299865,40752,38620,536893,540338,41.9575,34.92
2016,2,11,274.0316667,970.7916667,71.04166667,5.75,224.7916667,45.375,365936,285790,25823,32102,650328,642210,58.99458333,39.24166667
2016,2,12,272.9282917,969.0833333,81.41666667,7.333333333,217.0833333,53.16666667,449020,283111,12493,34889,715358,715098,63.53958333,32.09625
2016,2,13,274.33075,966.2083333,83.41666667,7.583333333,218.5416667,72.79166667,91657,629182,8127,330914,632903,637981,8.72,17.86666667
2016,2,14,269.5120417,961.7083333,67.79166667,5.958333333,266.9166667,50.58333333,87804,575608,13602,281479,596765,600254,6.279166667,17.47
2016,2,15,266.8606667,970.9583333,57.83333333,6.166666667,226.75,21.45833333,122711,636619,24091,312363,724860,728534,17.9075,28.80958333
2016,2,16,265.0610833,982.2083333,50.66666667,5.041666667,244.9583333,13.16666667,184726,597384,35583,213420,758496,742989,31.17625,41.81791667
2016,2,17,263.7895,978.2916667,61.58333333,2.5,180.0833333,12.70833333,236177,519906,34932,133040,759052,753219,36.39416667,45.32083333
2016,2,18,267.1497917,975.0833333,78.70833333,2.958333333,94.375,58.875,264573,459445,13565,91170,756600,757128,35.48791667,44.6675
2016,2,19,266.4303333,981.9583333,56.5,2.041666667,196.4166667,0.416666667,247664,441244,24964,70000,752669,742660,36.44583333,45.05791667
2016,2,20,267.1204583,986.3333333,58.58333333,1.375,184.75,0,163612,468454,35314,76924,661563,654980,31.75791667,39.56875
2016,2,21,268.3705417,983.1666667,60.25,1.25,215.25,0.416666667,125749,493032,30264,113727,601898,606821,22.65958333,32.99791667
2016,2,22,269.3229583,978.4166667,64.95833333,1.625,199.625,38.41666667,201746,445412,28886,79315,714522,708244,37.47125,46.58583333
2016,2,23,269.5474167,981.7916667,63.41666667,1.416666667,138.7083333,0.166666667,165705,555901,31399,165742,711885,710783,31.64333333,40.7425
2016,2,24,267.7024167,976.2083333,77.5,2.416666667,204.5416667,44.29166667,157824,525713,21761,144224,710678,718318,29.22791667,37.77166667
2016,2,25,269.883375,974.6666667,70.75,2.458333333,188.7916667,47.125,135954,593085,20004,195963,720171,711845,25.91916667,35.33583333
2016,2,26,267.7700833,965.25,81.91666667,4.5,175.5416667,70.70833333,136623,585637,10023,198295,717822,725274,24.39833333,33.54291667
2016,2,27,266.7279583,954.125,60.70833333,6.5,254.4583333,46,77640,644903,17311,282529,665403,667686,5.52125,13.90625
2016,2,28,268.55775,962.7083333,62.58333333,5.708333333,295.0833333,34.54166667,77110,630257,23601,265495,617266,611890,6.347083333,13.89875
2016,2,29,269.0685833,975.6666667,48.83333333,6.541666667,282.75,5.416666667,110800,671641,36713,270924,709536,706501,20.53958333,29.3075
2016,3,1,268.9266667,983.5,43.75,1.333333333,191.0416667,0,117069,572644,5190,302954,557887,564048,17.21666667,37.41375
2016,3,2,270.6125833,980.2083333,58.83333333,2.791666667,213,4.25,186641,474659,16830,182639,711187,710556,32.08333333,31.68541667
2016,3,3,270.250875,976.6666667,62.08333333,1.083333333,201.625,0,143197,605883,43308,191044,712893,711228,24.71291667,34.27291667
2016,3,4,269.894,966.5833333,66,4.041666667,173.3333333,14.41666667,104073,616983,23646,219758,560626,569178,13.12,27.6525
2016,3,5,267.934875,966.5833333,56.79166667,5.708333333,269.0416667,31.25,117808,520800,61938,152662,639894,637943,25.15916667,18.65625
2016,3,6,267.8922917,970.8333333,56.33333333,2.833333333,173.25,23.625,185564,400864,51742,49346,649628,652145,38.77125,21.4825
2016,3,7,268.43425,965.4166667,71.45833333,5.083333333,253.7916667,33.58333333,175724,453149,54873,141370,583743,587628,32.32375,34.41083333
2016,3,8,267.9617083,975.7916667,51.08333333,5.333333333,257.9583333,16.41666667,296511,375207,55124,58325,725517,725892,43.08583333,38.29666667
2016,3,9,268.2384167,972.75,61.125,4.041666667,198.375,17.58333333,280632,331700,44999,55439,661952,664944,40.90958333,29.49833333
2016,3,10,268.249,973.1666667,50.70833333,6.375,290.9583333,28.95833333,265208,350137,42968,77332,655393,650071,46.6775,29.41083333
2016,3,11,268.8668333,977.125,49.25,3.958333333,187.2083333,7.833333333,384378,277459,17971,36507,648906,653725,61.10958333,37.94958333
2016,3,12,267.7609583,978.5,56.16666667,1,192.25,1,279975,321248,7734,118816,644604,646165,53.99958333,34.54791667
2016,3,13,269.1249583,975.9583333,46.91666667,1.5,196.7083333,0,107929,537232,48115,150197,595364,590676,22.94958333,31.47041667
2016,3,14,268.4786667,973.0416667,42,1.583333333,142.125,0,215875,465839,38143,68372,713828,717718,35.495,43.82166667
2016,3,15,268.7103333,975.4583333,54.29166667,1.5,198.9583333,1.5,260830,423498,20756,45190,722646,728540,39.89208333,47.1825
2016,3,16,269.72875,974.5416667,49.79166667,1.416666667,147.4583333,3.333333333,199191,508948,32507,148513,726924,717666,33.76083333,40.79333333
2016,3,17,270.7053333,974.0833333,55.125,1.916666667,185.6666667,10.5,251795,424339,35764,39578,715724,719569,39.8075,46.60958333
2016,3,18,270.05375,972.7083333,62.5,2.125,220.7083333,30.33333333,244900,411247,17837,44214,719840,711067,41.98875,48.57166667
2016,3,19,270.9160417,969.2083333,77.04166667,3.791666667,168.9583333,53.75,199817,409881,17655,65811,631740,628420,35.98083333,42.52166667
2016,3,20,269.8472917,970.5833333,72.58333333,1.75,226.75,64.41666667,181358,391522,25126,46963,581942,582052,33.32791667,40.77375
2016,3,21,270.1531667,969.0416667,78.58333333,1.458333333,151.6666667,49.91666667,205216,451632,18503,102553,692832,690085,34.44041667,42.15208333
2016,3,22,271.158375,965.8333333,69,2.041666667,210.125,42.83333333,180625,494251,18843,142556,692382,689970,33.31291667,41.1775
2016,3,23,269.7554167,966.375,61.5,2.75,190.875,15.41666667,128564,618893,29143,257080,674238,674571,28.8525,37.00458333
2016,3,24,271.4179167,973.9583333,56.41666667,1,121.375,0,114024,522960,49788,131240,570241,584688,27.265,36.43166667
2016,3,25,271.7407083,979.625,60.33333333,0.916666667,132.1666667,13.04166667,114681,524985,38605,153741,539076,542746,25.36125,36.73
2016,3,26,272.0221667,978.6666667,72.45833333,3.541666667,215.5,13.91666667,106836,555299,29612,212143,567187,563519,18.94458333,30.02625
2016,3,27,272.2643913,974.3043478,57.7826087,4.47826087,239.826087,23.39130435,85988,523146,35738,205362,520881,512276,12.44043478,22.80478261
2016,3,28,271.9365,976.0833333,65.125,4.375,206.9583333,44.375,102583,542496,26561,229164,604984,595823,13.64541667,24.27333333
2016,3,29,274.6029583,975.25,63.45833333,3.333333333,184.875,46.20833333,129930,531886,40274,162508,665300,658096,29.46833333,38.56541667
2016,3,30,274.6215,969.625,56.04166667,2.291666667,214.2083333,3.666666667,126693,546358,46711,156318,670040,659908,29.4925,37.85625
2016,3,31,270.7238333,969.375,60.25,6.666666667,244.875,45.95833333,114737,626853,34543,247981,672493,673118,22.20375,30.40416667
2016,4,1,269.406875,974.25,48.33333333,3.5,263.9583333,11.25,145413,510685,5017,246613,664777,646593,29.88916667,39.50583333
2016,4,2,270.585375,969.4166667,47.75,2,137.75,0,204796,472718,25204,138633,720138,712457,33.115,33.87833333
2016,4,3,271.8499583,968.9166667,58.83333333,3.75,192.625,47.875,112950,642026,31716,240741,707907,715047,18.71041667,21.7875
2016,4,4,269.874875,963.5,86.79166667,1.916666667,177.5,69.29166667,133364,526170,7928,152455,675282,685753,27.08833333,35.17333333
2016,4,5,272.1104167,965.2916667,62.375,5.416666667,258.3333333,32.375,141590,438427,39967,86566,642950,644120,30.51833333,28.42625
2016,4,6,272.7624583,973.0833333,54.41666667,2,143.4583333,11.66666667,145339,375097,52945,58486,581800,581441,37.97333333,35.54333333
2016,4,7,273.7219167,973.0416667,51.125,1.791666667,135.6666667,0,273006,411883,53303,102955,709959,701422,39.22625,31.1625
2016,4,8,270.9926667,973.375,45.875,4.583333333,218.375,13.75,275925,409773,54712,103401,724963,724022,41.3325,28.63166667
2016,4,9,272.3866667,970.5,51.79166667,2.416666667,171.1666667,9.166666667,270633,335897,44252,59618,623455,626972,39.77333333,24.88416667
2016,4,10,271.7532083,964.0416667,65.5,5.083333333,200.9583333,55.875,301767,341979,39581,62039,670145,670457,50.42375,17.62791667
2016,4,11,270.342375,966.0833333,74.25,4.208333333,163.5833333,56.875,372555,315462,6391,84105,650759,666007,58.86083333,26.28083333
2016,4,12,271.1362083,968.4166667,82.5,3.25,173.3333333,70.75,209993,372443,4499,163344,594753,600185,46.32,29.745
2016,4,13,272.1816087,969.4347826,66.2173913,3.826086957,189.826087,50.60869565,120797,575737,30895,190282,652313,653107,21.59304348,30.22
2016,4,14,274.3970833,972.2083333,64.5,2.166666667,162.9166667,40.41666667,115247,580345,42778,186848,671718,673738,24.09666667,31.77833333
2016,4,15,274.5685833,969.4583333,66.45833333,3.083333333,197.9583333,35.20833333,120683,547794,35528,140850,665696,665317,24.17,31.73583333
2016,4,16,274.1249583,968.625,82.54166667,4.125,184.9583333,63.33333333,94551,606683,22716,200990,592380,596012,17.64625,24.80625
2016,4,17,273.2954167,972.25,62.75,3.5,213.5,17.95833333,103014,502406,32434,90755,551404,549515,18.31083333,27.24083333
2016,4,18,274.754875,974.7083333,61.33333333,1.708333333,131.7916667,9.416666667,127963,547991,39257,116897,658122,653168,25.14791667,33.41625
2016,4,19,273.7485,973.7083333,78.625,2.208333333,159.8333333,49.04166667,115159,595849,15271,189437,667082,674063,20.34041667,27.74208333
2016,4,20,272.308125,973.125,84.58333333,1.583333333,191.875,66.66666667,135800,502242,14838,94688,672241,677096,28.15208333,36.30458333
2016,4,21,273.4325,977.4166667,67.08333333,2.166666667,194.8333333,64.875,138823,504969,29713,84379,673874,666122,29.90875,37.94458333
2016,4,22,274.3892917,975.9583333,68.66666667,0.958333333,161.0833333,54.29166667,161125,439438,24676,22974,661467,656555,33.52958333,42.00375
2016,4,23,273.5094583,974,77.375,2.291666667,195.2083333,45.16666667,101970,489144,25286,84737,585192,576326,21.36625,28.85666667
2016,4,24,273.8135417,974.7916667,60.66666667,2.625,163.3333333,11.45833333,95040,589097,51155,154789,543086,531326,10.69583333,19.51208333
2016,4,25,272.9184545,970.2272727,48,1.318181818,155.3636364,0,109412,486021,57680,81217,594350,591438,25.36863636,33.91318182
2016,4,26,275.1177917,970.25,53.91666667,1.958333333,229.0833333,9.375,130981,505777,56052,65066,653363,647354,28.69625,36.34
2016,4,27,275.900625,967.9583333,56.70833333,2.208333333,187.5833333,8.583333333,145939,503860,41393,81406,652397,654067,31.26458333,38.71375
2016,4,28,274.969125,969.5416667,64.20833333,1.916666667,210.5833333,39.20833333,152019,530682,36993,113893,654044,652843,30.49375,38.23666667
2016,4,29,274.98625,973.5416667,64.875,1.625,97.25,58.54166667,138214,466160,21953,92060,651182,647970,30.73833333,37.98041667
2016,4,30,274.8183333,976.875,61.83333333,3.375,137.9583333,25.33333333,102184,516576,47553,172686,579268,575194,23.61083333,31.18833333
2016,5,1,272.075,982.9166667,42.91666667,3.5,106.25,0,138448,564073,12565,279878,639130,641142,30.75916667,22.00125
2016,5,2,273.99375,979.7916667,37.91666667,1.291666667,111.5833333,0,226650,425544,18047,105549,713474,712415,36.14916667,32.58375
2016,5,3,278.23125,978.5833333,37.875,1.208333333,153.75,0,86725,650383,33994,271375,645823,638886,10.24083333,33.30416667
2016,5,4,279.3508333,975.6666667,44.70833333,1.166666667,184.1666667,0,111983,630375,28496,239535,695540,696157,20.67083333,37.93833333
2016,5,5,277.1229167,971.3333333,51.16666667,2.041666667,128.75,18.95833333,162678,421069,17869,93447,639322,645538,34.85583333,41.77125
2016,5,6,274.8904167,968,76.54166667,2.833333333,120.7083333,74.375,152015,348986,54219,31153,538847,536777,38.03916667,41.38291667
2016,5,7,275.15375,964.9166667,71.83333333,3.458333333,176.6666667,76.25,287324,399444,52406,89544,716785,725168,40.13166667,27.43666667
2016,5,8,273.17625,959.6666667,85.5,3.666666667,147.4583333,69.58333333,236716,446249,55172,144866,704874,703512,39.53,15.24541667
2016,5,9,273.22375,962.5,81.375,2.875,150,60.83333333,340263,382722,44149,70134,779441,768642,45.23208333,32.17791667
2016,5,10,272.2308696,963.5652174,81.69565217,2.913043478,121.5217391,52.82608696,269837,347377,35270,88494,639143,640053,47.97869565,37.91043478
2016,5,11,272.80625,964.7916667,75.125,2.041666667,165.5,42.91666667,215400,406473,9582,187666,588379,593187,48.77708333,35.81458333
2016,5,12,273.5645833,965.375,70.04166667,4.166666667,185.8333333,55.625,351197,330742,9123,95303,664685,674728,58.74041667,31.56083333
2016,5,13,273.6579167,969.4166667,67.33333333,2.333333333,241.7916667,52.91666667,127128,549113,29324,170431,647339,645068,17.96666667,27.16833333
2016,5,14,275.27625,974.9583333,66.33333333,1.333333333,125.8333333,32.08333333,101823,542479,32873,155473,575883,571298,10.27708333,19.88833333
2016,5,15,277.9975,978,58.91666667,1.458333333,115.6666667,27.70833333,97361,503454,44236,114065,527291,516311,9.79,20.75125
2016,5,16,277.2591667,979.4583333,52,1.333333333,116.8333333,2.5,120529,470241,52645,85777,592474,588017,22.58791667,32.30041667
2016,5,17,278.4645833,975.75,49.08333333,1.375,154.7083333,5,152545,424000,45229,51072,625487,626317,30.97416667,39.36708333
2016,5,18,279.5720833,973.2916667,54.54166667,2.541666667,216.375,10.83333333,157974,456868,52095,84116,638248,643597,30.27583333,38.56416667
2016,5,19,279.9804167,976.4583333,45.58333333,2.458333333,226.25,0,157513,496057,60015,118547,644534,640996,30.24291667,38.625
2016,5,20,280.9520833,978.4583333,51.16666667,1.25,121.1666667,0,145928,450915,62038,59434,639225,642027,30.10625,37.91416667
2016,5,21,281.4383333,974.0833333,56.5,2.333333333,181.3333333,16.66666667,108630,523623,56817,158206,577323,576519,19.02958333,27.6475
2016,5,22,280.7604167,973.4166667,45.08333333,5.708333333,246.25,5.833333333,98778,545241,46221,186984,527760,530409,8.681666667,19.42083333
2016,5,23,275.9854167,979.4583333,45.16666667,1.375,129.875,0,152890,429312,48087,71464,631652,626679,29.66458333,38.94625
2016,5,24,279.5266667,971.125,51.41666667,2.458333333,184.1666667,5,154236,461522,46892,118532,642191,640352,30.68083333,38.9075
2016,5,25,278.74875,969.7083333,54.875,2.875,214.4583333,31.66666667,177000,403490,37677,67359,641147,649784,33.24833333,41.48125
2016,5,26,279.4791667,969.6666667,52.16666667,1.75,181.25,3.333333333,160052,400683,45848,55803,634541,646820,34.88291667,42.2625
2016,5,27,279.7458333,971.9583333,51.95833333,2.75,201.4166667,10.83333333,155443,410066,52316,68610,642607,646022,34.355,42.13708333
2016,5,28,276.435,972.9583333,62.54166667,3.625,214.625,34.375,106071,454577,35429,148052,578484,577730,22.54791667,30.51458333
2016,5,29,275.855,975,68.41666667,4.291666667,215,56.04166667,101039,526329,37410,187670,530256,523746,11.94541667,21.63833333
2016,5,30,277.18875,975.875,57.79166667,2.041666667,192.3333333,38.54166667,141336,416454,50865,83069,627916,626561,33.94583333,41.39125
2016,5,31,277.7529167,978.2083333,50.29166667,2.375,159.2083333,9.166666667,155811,429273,57637,101935,639948,637533,36.02,42.84541667
2016,6,1,279.0895833,977.5416667,44.375,1.916666667,193.75,0,113274,603544,10171,320581,546959,565593,15.12875,42.91583333
2016,6,2,279.6104167,973.2083333,35.91666667,1.166666667,169.4166667,0,124118,464327,15823,218012,636742,644200,26.24416667,44.98625
2016,6,3,281.8016667,969,41.41666667,2.208333333,210.2916667,6.666666667,95618,575054,37525,207076,606528,596113,12.52291667,45.00416667
2016,6,4,281.6475,971.1666667,48.04166667,1.791666667,211.5,15.83333333,135577,554016,46957,139932,687300,680382,26.82333333,44.16916667
2016,6,5,282.3379167,974.125,48.83333333,1.5,142.1666667,0,145322,442661,16886,115497,634712,645647,34.52583333,45.33125
2016,6,6,282.5804167,975.5416667,42.79166667,2.208333333,222.7083333,7.5,216501,380302,55374,47925,650289,646794,42.42208333,48.57708333
2016,6,7,284.7683333,978.5,39.95833333,1.708333333,209.375,0,289098,397516,47744,81304,727142,730766,40.09416667,49.69583333
2016,6,8,285.76375,977.2916667,36.79166667,1.458333333,208.5833333,0,144094,463575,57060,166615,629897,622653,37.32583333,47.10375
2016,6,9,288.3129167,972.2916667,27.20833333,1.541666667,291.3333333,4.666666667,369320,356543,43559,49822,781135,787569,46.19166667,46.13416667
2016,6,10,286.7779167,967.875,30.125,3.25,268.375,15.66666667,329146,345137,34876,65278,662540,668357,50.17166667,44.955
2016,6,11,285.3383333,969.9583333,35.625,1.583333333,231.375,9.5,184305,413736,28171,151629,556890,542826,42.76916667,43.44541667
2016,6,12,284.7347826,971.8695652,29.08695652,1.782608696,251.1304348,12,347210,259601,18745,29609,590166,594698,61.49478261,42.07304348
2016,6,13,286.10125,971.75,37.66666667,3.666666667,290.625,3,158755,542881,58849,198704,673270,687970,34.33125,42.0525
2016,6,14,283.9370833,967.875,33,4.708333333,272.9166667,0,148132,526952,59500,200997,694388,696833,35.61541667,42.49125
2016,6,15,279.7714167,960.4583333,42.66666667,4.791666667,242.875,5.666666667,137367,534508,45488,212333,682209,683084,30.3825,38.25875
2016,6,16,277.0683333,965.9166667,41.75,4.083333333,261.5416667,48.83333333,138418,486714,39769,172257,663005,649112,34.83125,42.86916667
2016,6,17,278.7779167,972.9583333,37.91666667,1.75,252.3333333,38.16666667,174638,426473,52201,86004,638733,644619,42.17375,49.16416667
2016,6,18,279.8595833,979.375,34.83333333,3.166666667,74.75,11.5,139827,417974,57112,108715,576334,582900,33.48708333,41.36
2016,6,19,279.9704167,983.1666667,38.08333333,2.958333333,70.08333333,3,123812,458096,62014,125137,537383,537680,28.92083333,38.09375
2016,6,20,284.9366667,979.25,30,1.916666667,27.70833333,0,184474,412194,62099,69300,655323,649343,39.54666667,46.67083333
2016,6,21,286.9670833,978.25,28.20833333,2.125,103.4583333,1,210194,421203,62082,80486,679149,677667,40.22458333,47.50958333
2016,6,22,288.2166667,975.9583333,19.79166667,4.291666667,125.7083333,0,189094,478147,62610,146452,692787,687097,36.74125,44.09541667
2016,6,23,287.4425,976.5,25.20833333,3.541666667,187.6666667,0,197495,460745,62035,115954,687976,681791,37.30416667,44.71416667
2016,6,24,287.6125,975.2083333,22.375,2.958333333,182.5416667,7.666666667,183344,433002,58149,96862,644965,648283,36.215,43.51916667
2016,6,25,286.82,973.2083333,33.375,2.333333333,155.4166667,0,144121,466975,57308,157076,598918,616445,33.20708333,40.45041667
2016,6,26,285.4454167,974,39.04166667,2.25,111.25,4.166666667,117293,515455,55528,181891,563296,559477,23.715,32.09666667
2016,6,27,286.9170833,977.75,34.875,1.333333333,140,5,200316,446535,55834,112032,674368,679713,36.30625,43.76666667
2016,6,28,288.22125,975.4583333,32.75,2.416666667,157,9.166666667,263896,410109,35688,78743,694367,710734,41.45625,48.2475
2016,6,29,289.0566667,972.4166667,35.95833333,3.166666667,207.5833333,10,290195,386830,49362,77780,704704,710176,43.66833333,50.36208333
2016,6,30,287.9141667,973.2916667,33.16666667,2.333333333,164.5833333,0,297419,375865,55165,60389,708970,714640,43.6375,50.46375
2016,7,1,288.3370833,974.5,29.625,2.166666667,161.6666667,0,125619,592163,6367,312903,677069,693232,27.86291667,47.97333333
2016,7,2,288.9483333,975.7916667,27.04166667,1.75,161.2083333,0,108641,558551,18704,304186,594545,593918,15.52666667,43.48166667
2016,7,3,289.3770833,976.6666667,33.70833333,2.041666667,150,0,141272,614717,20204,229816,725291,734537,24.28833333,39.90458333
2016,7,4,288.68,975.4583333,37.45833333,2.708333333,182.9166667,6.666666667,122401,610338,53830,182737,680686,673842,21.86041667,46.77458333
2016,7,5,287.86875,976.2916667,40.875,2.333333333,195,5,105765,460036,17392,146743,569858,575568,19.45833333,46.87541667
2016,7,6,287.5366667,976.9583333,53.83333333,2.458333333,176.2916667,10.83333333,258528,383253,59539,59937,666286,674127,43.87083333,47.02791667
2016,7,7,285.8275,977.2916667,50.91666667,2.916666667,186.6666667,14.16666667,312368,356250,24398,56000,726732,719655,41.455,48.26375
2016,7,8,287.99625,978.2916667,41.58333333,1.708333333,140.0833333,6.666666667,126796,485924,57323,168245,579947,573086,31.3175,47.19666667
2016,7,9,288.9830435,976.1304348,39.30434783,1.130434783,146.9565217,4.347826087,348965,346429,43170,66287,753469,745490,46.74695652,44.78652174
2016,7,10,290.9575,974,32,2.041666667,183.6666667,0,344569,321651,37717,28781,648831,651623,52.60666667,43.385
